"","x"
"8137","3"
"8138","0"
"8139","3"
"8140","0"
"8141","2"
"8142","0"
"8143","0"
"8144","3"
"8145","1"
"8146","0"
"8147","0"
"8148","3"
"8149","0"
"8150","0"
"8151","1"
"8152","1"
"8153","0"
"8154","1"
"8155","0"
"8156","0"
"8157","0"
"8158","4"
"8159","1"
"8160","0"
"8161","2"
"8162","0"
"8163","4"
"8164","0"
"8165","0"
"8166","0"
"8167","1"
"8168","1"
"8169","2"
"8170","1"
"8171","0"
"8172","2"
"8173","0"
"8174","3"
"8175","0"
"8176","0"
"8177","0"
"8178","0"
"8179","3"
"8180","3"
"8181","0"
"8182","3"
"8183","4"
"8184","0"
"8185","0"
"8186","0"
"8187","0"
"8188","2"
"8189","0"
"8190","0"
"8191","0"
"8192","0"
"8193","1"
"8194","4"
"8195","0"
"8196","0"
"8197","1"
"8198","2"
"8199","0"
"8200","0"
"8201","0"
"8202","0"
"8203","0"
"8204","1"
"8205","0"
"8206","0"
"8207","0"
"8208","4"
"8209","0"
"8210","0"
"8211","0"
"8212","0"
"8213","0"
"8214","0"
"8215","0"
"8216","0"
"8217","0"
"8218","1"
"8219","2"
"8220","0"
"8221","2"
"8222","0"
"8223","2"
"8224","4"
"8225","0"
"8226","0"
"8227","0"
"8228","0"
"8229","0"
"8230","1"
"8231","0"
"8232","1"
"8233","4"
"8234","1"
"8235","2"
"8236","2"
"8237","0"
"8238","0"
"8239","0"
"8240","1"
"8241","0"
"8242","1"
"8243","1"
"8244","1"
"8245","3"
"8246","0"
"8247","0"
"8248","0"
"8249","1"
"8250","1"
"8251","0"
"8252","4"
"8253","1"
"8254","4"
"8255","0"
"8256","0"
"8257","4"
"8258","0"
"8259","0"
"8260","1"
"8261","0"
"8262","0"
"8263","0"
"8264","3"
"8265","3"
"8266","3"
"8267","1"
"8268","1"
"8269","0"
"8270","1"
"8271","0"
"8272","0"
"8273","3"
"8274","3"
"8275","3"
"8276","0"
"8277","3"
"8278","1"
"8279","2"
"8280","2"
"8281","2"
"8282","0"
"8283","1"
"8284","0"
"8285","0"
"8286","0"
"8287","4"
"8288","0"
"8289","1"
"8290","0"
"8291","4"
"8292","0"
"8293","0"
"8294","1"
"8295","1"
"8296","1"
"8297","0"
"8298","0"
"8299","0"
"8300","2"
"8301","0"
"8302","0"
"8303","4"
"8304","0"
"8305","0"
"8306","0"
"8307","0"
"8308","0"
"8309","0"
"8310","2"
"8311","1"
"8312","1"
"8313","0"
"8314","0"
"8315","1"
"8316","1"
"8317","0"
"8318","0"
"8319","0"
"8320","1"
"8321","4"
"8322","3"
"8323","0"
"8324","1"
"8325","0"
"8326","1"
"8327","0"
"8328","2"
"8329","2"
"8330","2"
"8331","0"
"8332","0"
"8333","4"
"8334","3"
"8335","0"
"8336","0"
"8337","0"
"8338","0"
"8339","0"
"8340","2"
"8341","1"
"8342","1"
"8343","1"
"8344","4"
"8345","2"
"8346","0"
"8347","3"
"8348","0"
"8349","0"
"8350","0"
"8351","0"
"8352","1"
"8353","1"
"8354","0"
"8355","1"
"8356","2"
"8357","4"
"8358","0"
"8359","0"
"8360","0"
"8361","2"
"8362","4"
"8363","2"
"8364","0"
"8365","1"
"8366","0"
"8367","0"
"8368","2"
"8369","0"
"8370","2"
"8371","0"
"8372","0"
"8373","2"
"8374","0"
"8375","3"
"8376","3"
"8377","4"
"8378","3"
"8379","1"
"8380","0"
"8381","4"
"8382","0"
"8383","0"
"8384","1"
"8385","0"
"8386","0"
"8387","1"
"8388","2"
"8389","0"
"8390","1"
"8391","0"
"8392","1"
"8393","2"
"8394","0"
"8395","3"
"8396","0"
"8397","0"
"8398","2"
"8399","0"
"8400","2"
"8401","3"
"8402","0"
"8403","1"
"8404","0"
"8405","0"
"8406","0"
"8407","2"
"8408","2"
"8409","1"
"8410","3"
"8411","1"
"8412","0"
"8413","0"
"8414","1"
"8415","2"
"8416","0"
"8417","4"
"8418","0"
"8419","2"
"8420","1"
"8421","4"
"8422","0"
"8423","4"
"8424","0"
"8425","0"
"8426","0"
"8427","3"
"8428","0"
"8429","1"
"8430","1"
"8431","0"
"8432","0"
"8433","0"
"8434","0"
"8435","0"
"8436","1"
"8437","4"
"8438","4"
"8439","4"
"8440","1"
"8441","4"
"8442","2"
"8443","1"
"8444","4"
"8445","0"
"8446","1"
"8447","1"
"8448","0"
"8449","0"
"8450","2"
"8451","0"
"8452","1"
"8453","1"
"8454","3"
"8455","0"
"8456","0"
"8457","1"
"8458","0"
"8459","0"
"8460","0"
"8461","4"
"8462","3"
"8463","0"
"8464","0"
"8465","2"
"8466","0"
"8467","1"
"8468","1"
"8469","0"
"8470","1"
"8471","0"
"8472","3"
"8473","2"
"8474","0"
"8475","0"
"8476","1"
"8477","4"
"8478","3"
"8479","0"
"8480","0"
"8481","0"
"8482","2"
"8483","0"
"8484","4"
"8485","1"
"8486","1"
"8487","0"
"8488","0"
"8489","4"
"8490","0"
"8491","0"
"8492","0"
"8493","0"
"8494","3"
"8495","3"
"8496","0"
"8497","0"
"8498","4"
"8499","1"
"8500","2"
"8501","0"
"8502","4"
"8503","0"
"8504","1"
"8505","0"
"8506","0"
"8507","1"
"8508","0"
"8509","1"
"8510","0"
"8511","0"
"8512","0"
"8513","0"
"8514","0"
"8515","4"
"8516","0"
"8517","0"
"8518","2"
"8519","0"
"8520","4"
"8521","0"
"8522","2"
"8523","0"
"8524","2"
"8525","3"
"8526","2"
"8527","2"
"8528","2"
"8529","1"
"8530","0"
"8531","0"
"8532","4"
"8533","0"
"8534","1"
"8535","0"
"8536","1"
"8537","1"
"8538","1"
"8539","2"
"8540","1"
"8541","1"
"8542","0"
"8543","2"
"8544","2"
"8545","3"
"8546","1"
"8547","3"
"8548","2"
"8549","4"
"8550","0"
"8551","1"
"8552","0"
"8553","1"
"8554","0"
"8555","0"
"8556","1"
"8557","4"
"8558","1"
"8559","3"
"8560","0"
"8561","1"
"8562","0"
"8563","1"
"8564","0"
"8565","1"
"8566","3"
"8567","3"
"8568","2"
"8569","0"
"8570","1"
"8571","0"
"8572","0"
"8573","0"
"8574","0"
"8575","1"
"8576","0"
"8577","0"
"8578","0"
"8579","0"
"8580","3"
"8581","4"
"8582","1"
"8583","0"
"8584","1"
"8585","0"
"8586","0"
"8587","0"
"8588","0"
"8589","1"
"8590","0"
"8591","0"
"8592","4"
"8593","0"
"8594","2"
"8595","0"
"8596","3"
"8597","4"
"8598","0"
"8599","0"
"8600","0"
"8601","2"
"8602","4"
"8603","0"
"8604","1"
"8605","3"
"8606","0"
"8607","2"
"8608","0"
"8609","1"
"8610","0"
"8611","0"
"8612","0"
"8613","0"
"8614","0"
"8615","0"
"8616","0"
"8617","4"
"8618","0"
"8619","0"
"8620","0"
"8621","0"
"8622","1"
"8623","0"
"8624","0"
"8625","1"
"8626","0"
"8627","2"
"8628","0"
"8629","0"
"8630","3"
"8631","0"
"8632","1"
"8633","2"
"8634","0"
"8635","4"
"8636","2"
"8637","2"
"8638","0"
"8639","3"
"8640","2"
"8641","0"
"8642","0"
"8643","0"
"8644","0"
"8645","0"
"8646","4"
"8647","0"
"8648","0"
"8649","1"
"8650","0"
"8651","0"
"8652","0"
"8653","0"
"8654","4"
"8655","0"
"8656","1"
"8657","1"
"8658","0"
"8659","0"
"8660","2"
"8661","0"
"8662","0"
"8663","2"
"8664","0"
"8665","3"
"8666","1"
"8667","0"
"8668","0"
"8669","0"
"8670","1"
"8671","0"
"8672","2"
"8673","1"
"8674","1"
"8675","2"
"8676","1"
"8677","1"
"8678","4"
"8679","0"
"8680","1"
"8681","2"
"8682","3"
"8683","1"
"8684","0"
"8685","0"
"8686","0"
"8687","2"
"8688","0"
"8689","1"
"8690","0"
"8691","0"
"8692","0"
"8693","0"
"8694","1"
"8695","1"
"8696","2"
"8697","0"
"8698","0"
"8699","0"
"8700","4"
"8701","3"
"8702","0"
"8703","0"
"8704","0"
"8705","2"
"8706","0"
"8707","0"
"8708","2"
"8709","0"
"8710","0"
"8711","3"
"8712","3"
"8713","0"
"8714","1"
"8715","1"
"8716","2"
"8717","1"
"8718","0"
"8719","1"
"8720","1"
"8721","4"
"8722","1"
"8723","2"
"8724","1"
"8725","0"
"8726","0"
"8727","0"
"8728","3"
"8729","1"
"8730","3"
"8731","1"
"8732","2"
"8733","2"
"8734","0"
"8735","1"
"8736","0"
"8737","0"
"8738","4"
"8739","2"
"8740","0"
"8741","4"
"8742","0"
"8743","3"
"8744","0"
"8745","1"
"8746","0"
"8747","0"
"8748","1"
"8749","4"
"8750","3"
"8751","1"
"8752","2"
"8753","0"
"8754","2"
"8755","1"
"8756","1"
"8757","1"
"8758","1"
"8759","1"
"8760","0"
"8761","0"
"8762","2"
"8763","0"
"8764","0"
"8765","2"
"8766","1"
"8767","0"
"8768","0"
"8769","2"
"8770","0"
"8771","4"
"8772","0"
"8773","3"
"8774","0"
"8775","1"
"8776","4"
"8777","2"
"8778","0"
"8779","1"
"8780","0"
"8781","1"
"8782","0"
"8783","4"
"8784","3"
"8785","3"
"8786","2"
"8787","3"
"8788","0"
"8789","0"
"8790","0"
"8791","1"
"8792","0"
"8793","1"
"8794","0"
"8795","4"
"8796","0"
"8797","0"
"8798","1"
"8799","2"
"8800","4"
"8801","0"
"8802","0"
"8803","0"
"8804","1"
"8805","1"
"8806","0"
"8807","1"
"8808","0"
"8809","3"
"8810","0"
"8811","1"
"8812","4"
"8813","3"
"8814","0"
"8815","2"
"8816","0"
"8817","0"
"8818","1"
"8819","1"
"8820","1"
"8821","2"
"8822","0"
"8823","0"
"8824","0"
"8825","0"
"8826","0"
"8827","0"
"8828","1"
"8829","1"
"8830","1"
"8831","3"
"8832","0"
"8833","0"
"8834","0"
"8835","3"
"8836","0"
"8837","4"
"8838","2"
"8839","1"
"8840","1"
"8841","3"
"8842","0"
"8843","2"
"8844","1"
"8845","1"
"8846","4"
"8847","0"
"8848","0"
"8849","0"
"8850","0"
"8851","0"
"8852","0"
"8853","1"
"8854","1"
"8855","0"
"8856","4"
"8857","0"
"8858","3"
"8859","1"
"8860","0"
"8861","2"
"8862","0"
"8863","0"
"8864","2"
"8865","0"
"8866","0"
"8867","3"
"8868","2"
"8869","1"
"8870","1"
"8871","0"
"8872","0"
"8873","0"
"8874","1"
"8875","0"
"8876","0"
"8877","1"
"8878","4"
"8879","1"
"8880","0"
"8881","1"
"8882","0"
"8883","1"
"8884","2"
"8885","0"
"8886","0"
"8887","4"
"8888","2"
"8889","0"
"8890","0"
"8891","0"
"8892","0"
"8893","0"
"8894","0"
"8895","0"
"8896","0"
"8897","1"
"8898","0"
"8899","0"
"8900","0"
"8901","2"
"8902","0"
"8903","2"
"8904","0"
"8905","1"
"8906","0"
"8907","1"
"8908","0"
"8909","1"
"8910","0"
"8911","1"
"8912","1"
"8913","4"
"8914","3"
"8915","3"
"8916","1"
"8917","4"
"8918","1"
"8919","0"
"8920","2"
"8921","1"
"8922","1"
"8923","3"
"8924","0"
"8925","3"
"8926","0"
"8927","0"
"8928","1"
"8929","0"
"8930","3"
"8931","0"
"8932","1"
"8933","4"
"8934","0"
"8935","1"
"8936","0"
"8937","0"
"8938","0"
"8939","0"
"8940","1"
"8941","0"
"8942","4"
"8943","0"
"8944","2"
"8945","0"
"8946","4"
"8947","2"
"8948","1"
"8949","4"
"8950","0"
"8951","0"
"8952","1"
"8953","2"
"8954","0"
"8955","1"
"8956","0"
"8957","2"
"8958","3"
"8959","0"
"8960","2"
"8961","0"
"8962","4"
"8963","0"
"8964","1"
"8965","0"
"8966","0"
"8967","0"
"8968","1"
"8969","4"
"8970","0"
"8971","1"
"8972","1"
"8973","0"
"8974","4"
"8975","0"
"8976","3"
"8977","4"
"8978","1"
"8979","4"
"8980","3"
"8981","1"
"8982","0"
"8983","1"
"8984","0"
"8985","0"
"8986","0"
"8987","0"
"8988","1"
"8989","1"
"8990","2"
"8991","1"
"8992","2"
"8993","1"
"8994","0"
"8995","2"
"8996","4"
"8997","1"
"8998","0"
"8999","0"
"9000","0"
"9001","2"
"9002","0"
"9003","0"
"9004","0"
"9005","0"
"9006","0"
"9007","1"
"9008","1"
"9009","2"
"9010","1"
"9011","0"
"9012","0"
"9013","1"
"9014","0"
"9015","0"
"9016","0"
"9017","0"
"9018","1"
"9019","0"
"9020","0"
"9021","0"
"9022","4"
"9023","1"
"9024","0"
"9025","0"
"9026","0"
"9027","0"
"9028","0"
"9029","3"
"9030","0"
"9031","0"
"9032","2"
"9033","0"
"9034","2"
"9035","1"
"9036","0"
"9037","2"
"9038","1"
"9039","2"
"9040","0"
"9041","0"
"9042","1"
"9043","0"
"9044","4"
"9045","3"
"9046","2"
"9047","1"
"9048","1"
"9049","0"
"9050","0"
"9051","0"
"9052","1"
"9053","0"
"9054","0"
"9055","0"
"9056","0"
"9057","2"
"9058","2"
"9059","2"
"9060","2"
"9061","2"
"9062","0"
"9063","4"
"9064","0"
"9065","4"
"9066","0"
"9067","3"
"9068","0"
"9069","0"
"9070","1"
"9071","4"
"9072","2"
"9073","0"
"9074","0"
"9075","0"
"9076","0"
"9077","0"
"9078","3"
"9079","0"
"9080","4"
"9081","1"
"9082","3"
"9083","1"
"9084","1"
"9085","1"
"9086","4"
"9087","1"
"9088","0"
"9089","4"
"9090","4"
"9091","4"
"9092","0"
"9093","0"
"9094","0"
"9095","3"
"9096","0"
"9097","0"
"9098","4"
"9099","0"
"9100","3"
"9101","0"
"9102","1"
"9103","4"
"9104","1"
"9105","0"
"9106","0"
"9107","4"
"9108","4"
"9109","0"
"9110","0"
"9111","1"
"9112","4"
"9113","1"
"9114","0"
"9115","1"
"9116","1"
"9117","3"
"9118","1"
"9119","1"
"9120","0"
"9121","1"
"9122","1"
"9123","0"
"9124","4"
"9125","1"
"9126","4"
"9127","3"
"9128","0"
"9129","0"
"9130","3"
"9131","1"
"9132","0"
"9133","0"
"9134","0"
"9135","1"
"9136","1"
"9137","0"
"9138","0"
"9139","1"
"9140","4"
"9141","1"
"9142","0"
"9143","2"
"9144","0"
"9145","2"
"9146","0"
"9147","0"
"9148","0"
"9149","0"
"9150","1"
"9151","2"
"9152","1"
"9153","2"
"9154","0"
"9155","0"
"9156","2"
"9157","2"
"9158","0"
"9159","0"
"9160","0"
"9161","2"
"9162","0"
"9163","0"
"9164","1"
"9165","0"
"9166","1"
"9167","0"
"9168","4"
"9169","0"
"9170","4"
"9171","0"
"9172","2"
"9173","0"
"9174","0"
"9175","1"
"9176","3"
"9177","1"
"9178","2"
"9179","0"
"9180","0"
"9181","0"
"9182","0"
"9183","0"
"9184","0"
"9185","4"
"9186","2"
"9187","3"
"9188","0"
"9189","0"
"9190","4"
"9191","0"
"9192","0"
"9193","3"
"9194","2"
"9195","2"
"9196","2"
"9197","0"
"9198","1"
"9199","1"
"9200","4"
"9201","0"
"9202","2"
"9203","0"
"9204","4"
"9205","4"
"9206","0"
"9207","0"
"9208","0"
"9209","0"
"9210","0"
"9211","0"
"9212","0"
"9213","1"
"9214","0"
"9215","0"
"9216","0"
"9217","0"
"9218","0"
"9219","2"
"9220","1"
"9221","1"
"9222","1"
"9223","2"
"9224","4"
"9225","1"
"9226","0"
"9227","3"
"9228","1"
"9229","0"
"9230","1"
"9231","4"
"9232","0"
"9233","0"
"9234","0"
"9235","1"
"9236","0"
"9237","0"
"9238","0"
"9239","1"
"9240","0"
"9241","0"
"9242","0"
"9243","0"
"9244","1"
"9245","2"
"9246","0"
"9247","4"
"9248","0"
"9249","0"
"9250","1"
"9251","0"
"9252","0"
"9253","0"
"9254","1"
"9255","1"
"9256","2"
"9257","0"
"9258","1"
"9259","4"
"9260","0"
"9261","0"
"9262","0"
"9263","0"
"9264","1"
"9265","0"
"9266","0"
"9267","0"
"9268","4"
"9269","0"
"9270","0"
"9271","3"
"9272","0"
"9273","0"
"9274","4"
"9275","3"
"9276","0"
"9277","3"
"9278","0"
"9279","0"
"9280","0"
"9281","0"
"9282","0"
"9283","4"
"9284","4"
"9285","0"
"9286","1"
"9287","0"
"9288","1"
"9289","1"
"9290","4"
"9291","0"
"9292","0"
"9293","0"
"9294","1"
"9295","4"
"9296","3"
"9297","2"
"9298","4"
"9299","1"
"9300","3"
"9301","1"
"9302","0"
"9303","4"
"9304","0"
"9305","1"
"9306","3"
"9307","0"
"9308","4"
"9309","0"
"9310","2"
"9311","0"
"9312","1"
"9313","1"
"9314","0"
"9315","3"
"9316","3"
"9317","0"
"9318","0"
"9319","0"
"9320","3"
"9321","0"
"9322","0"
"9323","0"
"9324","0"
"9325","0"
"9326","0"
"9327","1"
"9328","2"
"9329","3"
"9330","2"
"9331","0"
"9332","4"
"9333","0"
"9334","4"
"9335","0"
"9336","4"
"9337","0"
"9338","0"
"9339","0"
"9340","4"
"9341","0"
"9342","0"
"9343","1"
"9344","0"
"9345","0"
"9346","1"
"9347","1"
"9348","0"
"9349","0"
"9350","2"
"9351","0"
"9352","1"
"9353","4"
"9354","0"
"9355","2"
"9356","0"
"9357","1"
"9358","0"
"9359","0"
"9360","0"
"9361","3"
"9362","1"
"9363","0"
"9364","1"
"9365","2"
"9366","4"
"9367","0"
"9368","0"
"9369","0"
"9370","2"
"9371","2"
"9372","1"
"9373","2"
"9374","3"
"9375","2"
"9376","2"
"9377","0"
"9378","1"
"9379","0"
"9380","1"
"9381","0"
"9382","4"
"9383","2"
"9384","1"
"9385","2"
"9386","2"
"9387","3"
"9388","3"
"9389","4"
"9390","0"
"9391","0"
"9392","4"
"9393","0"
"9394","0"
"9395","1"
"9396","0"
"9397","0"
"9398","0"
"9399","0"
"9400","0"
"9401","1"
"9402","2"
"9403","2"
"9404","0"
"9405","1"
"9406","0"
"9407","1"
"9408","3"
"9409","4"
"9410","1"
"9411","1"
"9412","2"
"9413","0"
"9414","0"
"9415","0"
"9416","1"
"9417","0"
"9418","1"
"9419","0"
"9420","0"
"9421","3"
"9422","2"
"9423","4"
"9424","1"
"9425","4"
"9426","0"
"9427","0"
"9428","0"
"9429","1"
"9430","1"
"9431","2"
"9432","0"
"9433","2"
"9434","4"
"9435","4"
"9436","0"
"9437","1"
"9438","0"
"9439","0"
"9440","0"
"9441","2"
"9442","2"
"9443","0"
"9444","1"
"9445","0"
"9446","0"
"9447","3"
"9448","0"
"9449","0"
"9450","1"
"9451","0"
"9452","4"
"9453","4"
"9454","1"
"9455","1"
"9456","1"
"9457","0"
"9458","0"
"9459","1"
"9460","0"
"9461","0"
"9462","1"
"9463","0"
"9464","1"
"9465","4"
"9466","0"
"9467","0"
"9468","0"
"9469","1"
"9470","0"
"9471","2"
"9472","0"
"9473","1"
"9474","2"
"9475","0"
"9476","4"
"9477","2"
"9478","0"
"9479","2"
"9480","4"
"9481","0"
"9482","4"
"9483","2"
"9484","0"
"9485","4"
"9486","1"
"9487","3"
"9488","0"
"9489","3"
"9490","0"
"9491","3"
"9492","2"
"9493","1"
"9494","0"
"9495","2"
"9496","1"
"9497","1"
"9498","1"
"9499","0"
"9500","1"
"9501","2"
"9502","1"
"9503","0"
"9504","4"
"9505","4"
"9506","3"
"9507","1"
"9508","0"
"9509","0"
"9510","3"
"9511","0"
"9512","0"
"9513","0"
"9514","1"
"9515","0"
"9516","2"
"9517","1"
"9518","1"
"9519","0"
"9520","0"
"9521","0"
"9522","1"
"9523","1"
"9524","0"
"9525","3"
"9526","3"
"9527","1"
"9528","0"
"9529","3"
"9530","0"
"9531","3"
"9532","1"
"9533","0"
"9534","1"
"9535","1"
"9536","0"
"9537","1"
"9538","0"
"9539","0"
"9540","4"
"9541","0"
"9542","0"
"9543","2"
"9544","4"
"9545","0"
"9546","4"
"9547","4"
"9548","1"
"9549","3"
"9550","3"
"9551","0"
"9552","1"
"9553","0"
"9554","2"
"9555","0"
"9556","4"
"9557","0"
"9558","1"
"9559","3"
"9560","3"
"9561","0"
"9562","4"
"9563","2"
"9564","0"
"9565","2"
"9566","0"
"9567","0"
"9568","2"
"9569","1"
"9570","2"
"9571","4"
"9572","4"
"9573","0"
"9574","1"
"9575","3"
"9576","1"
"9577","0"
"9578","2"
"9579","1"
"9580","0"
"9581","0"
"9582","0"
"9583","2"
"9584","0"
"9585","4"
"9586","0"
"9587","0"
"9588","3"
"9589","1"
"9590","1"
"9591","0"
"9592","4"
"9593","3"
"9594","0"
"9595","2"
"9596","0"
"9597","1"
"9598","1"
"9599","2"
"9600","3"
"9601","0"
"9602","1"
"9603","0"
"9604","0"
"9605","0"
"9606","1"
"9607","0"
"9608","4"
"9609","2"
"9610","0"
"9611","0"
"9612","4"
"9613","0"
"9614","3"
"9615","2"
"9616","0"
"9617","0"
"9618","3"
"9619","2"
"9620","2"
"9621","0"
"9622","4"
"9623","4"
"9624","3"
"9625","0"
"9626","0"
"9627","0"
"9628","2"
"9629","0"
"9630","0"
"9631","2"
"9632","1"
"9633","1"
"9634","0"
"9635","0"
"9636","0"
"9637","0"
"9638","3"
"9639","0"
"9640","3"
"9641","0"
"9642","0"
"9643","1"
"9644","0"
"9645","1"
"9646","0"
"9647","1"
"9648","1"
"9649","3"
"9650","0"
"9651","1"
"9652","3"
"9653","0"
"9654","0"
"9655","0"
"9656","0"
"9657","1"
"9658","0"
"9659","0"
"9660","2"
"9661","0"
"9662","0"
"9663","0"
"9664","4"
"9665","3"
"9666","0"
"9667","4"
"9668","1"
"9669","4"
"9670","1"
"9671","0"
"9672","1"
"9673","3"
"9674","0"
"9675","1"
"9676","3"
"9677","0"
"9678","1"
"9679","2"
"9680","1"
"9681","0"
"9682","0"
"9683","0"
"9684","4"
"9685","3"
"9686","1"
"9687","1"
"9688","1"
"9689","0"
"9690","3"
"9691","1"
"9692","1"
"9693","3"
"9694","1"
"9695","3"
"9696","3"
"9697","3"
"9698","1"
"9699","1"
"9700","3"
"9701","1"
"9702","0"
"9703","4"
"9704","0"
"9705","1"
"9706","4"
"9707","3"
"9708","0"
"9709","0"
"9710","0"
"9711","2"
"9712","0"
"9713","2"
"9714","1"
"9715","0"
"9716","0"
"9717","1"
"9718","0"
"9719","0"
"9720","0"
"9721","1"
"9722","3"
"9723","3"
"9724","0"
"9725","0"
"9726","4"
"9727","0"
"9728","3"
"9729","4"
"9730","0"
"9731","2"
"9732","0"
"9733","0"
"9734","0"
"9735","2"
"9736","0"
"9737","0"
"9738","2"
"9739","0"
"9740","3"
"9741","0"
"9742","0"
"9743","0"
"9744","1"
"9745","0"
"9746","0"
"9747","1"
"9748","4"
"9749","4"
"9750","1"
"9751","4"
"9752","0"
"9753","2"
"9754","0"
"9755","1"
"9756","1"
"9757","0"
"9758","0"
"9759","2"
"9760","3"
"9761","0"
"9762","0"
"9763","1"
"9764","3"
"9765","4"
"9766","0"
"9767","0"
"9768","0"
"9769","1"
"9770","0"
"9771","1"
"9772","3"
"9773","0"
"9774","3"
"9775","0"
"9776","4"
"9777","0"
"9778","0"
"9779","4"
"9780","4"
"9781","1"
"9782","0"
"9783","3"
"9784","0"
"9785","1"
"9786","0"
"9787","0"
"9788","1"
"9789","3"
"9790","0"
"9791","1"
"9792","2"
"9793","0"
"9794","4"
"9795","1"
"9796","0"
"9797","0"
"9798","2"
"9799","0"
"9800","0"
"9801","0"
"9802","0"
"9803","1"
"9804","0"
"9805","0"
"9806","0"
"9807","0"
"9808","4"
"9809","0"
"9810","0"
"9811","0"
"9812","2"
"9813","4"
"9814","2"
"9815","0"
"9816","0"
"9817","1"
"9818","3"
"9819","2"
"9820","0"
"9821","1"
"9822","4"
"9823","0"
"9824","3"
"9825","1"
"9826","2"
"9827","0"
"9828","1"
"9829","0"
"9830","0"
"9831","1"
"9832","0"
"9833","3"
"9834","0"
"9835","0"
"9836","1"
"9837","3"
"9838","0"
"9839","3"
"9840","0"
"9841","3"
"9842","2"
"9843","2"
"9844","0"
"9845","0"
"9846","1"
"9847","0"
"9848","0"
"9849","0"
"9850","0"
"9851","0"
"9852","0"
"9853","3"
"9854","0"
"9855","0"
"9856","0"
"9857","0"
"9858","1"
"9859","0"
"9860","0"
"9861","1"
"9862","4"
"9863","1"
"9864","4"
"9865","0"
"9866","1"
"9867","1"
"9868","0"
"9869","0"
"9870","2"
"9871","0"
"9872","1"
"9873","2"
"9874","1"
"9875","0"
"9876","2"
"9877","3"
"9878","3"
"9879","0"
"9880","0"
"9881","1"
"9882","0"
"9883","3"
"9884","1"
"9885","1"
"9886","0"
"9887","2"
"9888","0"
"9889","0"
"9890","2"
"9891","0"
"9892","0"
"9893","1"
"9894","0"
"9895","0"
"9896","1"
"9897","0"
"9898","0"
"9899","0"
"9900","0"
"9901","0"
"9902","1"
"9903","0"
"9904","4"
"9905","4"
"9906","0"
"9907","3"
"9908","0"
"9909","0"
"9910","0"
"9911","0"
"9912","0"
"9913","0"
"9914","0"
"9915","0"
"9916","0"
"9917","4"
"9918","2"
"9919","1"
"9920","3"
"9921","2"
"9922","1"
"9923","0"
"9924","0"
"9925","0"
"9926","4"
"9927","1"
"9928","1"
"9929","0"
"9930","4"
"9931","0"
"9932","1"
"9933","1"
"9934","0"
"9935","1"
"9936","2"
"9937","0"
"9938","3"
"9939","0"
"9940","4"
"9941","0"
"9942","0"
"9943","0"
"9944","3"
"9945","1"
"9946","0"
"9947","2"
"9948","3"
"9949","0"
"9950","1"
"9951","0"
"9952","4"
"9953","1"
"9954","0"
"9955","1"
"9956","0"
"9957","0"
"9958","4"
"9959","0"
"9960","0"
"9961","0"
"9962","1"
"9963","0"
"9964","3"
"9965","3"
"9966","3"
"9967","0"
"9968","0"
"9969","0"
"9970","0"
"9971","4"
"9972","0"
"9973","2"
"9974","1"
"9975","1"
"9976","3"
"9977","0"
"9978","0"
"9979","4"
"9980","4"
"9981","4"
"9982","3"
"9983","2"
"9984","0"
"9985","0"
"9986","3"
"9987","0"
"9988","0"
"9989","0"
"9990","0"
"9991","1"
"9992","0"
"9993","4"
"9994","1"
"9995","0"
"9996","0"
"9997","0"
"9998","0"
"9999","0"
"10000","0"
"10001","0"
"10002","0"
"10003","1"
"10004","4"
"10005","0"
"10006","0"
"10007","0"
"10008","2"
"10009","4"
"10010","0"
"10011","0"
"10012","0"
"10013","0"
"10014","0"
"10015","1"
"10016","1"
"10017","0"
"10018","4"
"10019","1"
"10020","0"
"10021","0"
"10022","1"
"10023","1"
"10024","0"
"10025","0"
"10026","0"
"10027","0"
"10028","0"
"10029","0"
"10030","0"
"10031","0"
"10032","1"
"10033","4"
"10034","0"
"10035","1"
"10036","1"
"10037","1"
"10038","0"
"10039","1"
"10040","0"
"10041","1"
"10042","0"
"10043","0"
"10044","0"
"10045","1"
"10046","3"
"10047","4"
"10048","0"
"10049","0"
"10050","0"
"10051","0"
"10052","0"
"10053","1"
"10054","2"
"10055","3"
"10056","1"
"10057","0"
"10058","1"
"10059","0"
"10060","0"
"10061","2"
"10062","1"
"10063","1"
"10064","2"
"10065","0"
"10066","0"
"10067","0"
"10068","0"
"10069","2"
"10070","0"
"10071","0"
"10072","2"
"10073","2"
"10074","1"
"10075","1"
"10076","0"
"10077","2"
"10078","0"
"10079","0"
"10080","0"
"10081","0"
"10082","1"
"10083","4"
"10084","0"
"10085","0"
"10086","0"
"10087","0"
"10088","1"
"10089","0"
"10090","0"
"10091","0"
"10092","0"
"10093","1"
"10094","3"
"10095","0"
"10096","0"
"10097","2"
"10098","4"
"10099","0"
"10100","0"
"10101","0"
"10102","1"
"10103","4"
"10104","1"
"10105","0"
"10106","1"
"10107","0"
"10108","0"
"10109","2"
"10110","2"
"10111","1"
"10112","3"
"10113","0"
"10114","0"
"10115","0"
"10116","3"
"10117","2"
"10118","0"
"10119","4"
"10120","0"
"10121","3"
"10122","2"
"10123","3"
"10124","0"
"10125","1"
"10126","0"
"10127","3"
"10128","4"
"10129","0"
"10130","0"
"10131","0"
"10132","0"
"10133","1"
"10134","0"
"10135","3"
